Publication: https://www.sciencedirect.com/science/article/pii/S0304420317300725?via%3Dihub,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Cruise,Station,Type,yyyy-mm-dd Thh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Depth [m],DGM [pg L-1],HgTot [ng L-1],MeHg [pg L-1],Temperature [?C],Salinity [psu],pot.Temperature [?C],Sigma,Oxygen [ml/l],OxygSat [proz],Transmission [proz],Fluorometer [V]
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,1927,,,,-0.1286,34.6612,-0.2292,1027.8445,7.09,87.6,96.48,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,1520,102.69,,,0.1296,34.6712,0.0526,1027.838,6.73,83.7,96.5,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,1250,113.6278481,,,0.2472,34.6757,0.1857,1027.8344,6.6,82.4,96.49,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,1000,110.3421687,,,0.3739,34.6797,0.3259,1027.8297,6.5,81.4,96.48,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,750,114.8313253,,,0.5186,34.6834,0.4834,1027.8235,6.4,80.5,96.48,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,500,109.3555556,,,0.5901,34.677,0.5675,1027.8133,6.38,80.4,96.47,0.058
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,300,82.60941176,,,0.1461,34.6242,0.1342,1027.7957,6.89,85.8,96.48,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,200,74.26588235,,,-0.9356,34.5352,-0.9414,1027.7745,8.4,101.5,96.48,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,150,77.2902439,,,-1.7827,34.475,-1.7859,1027.7538,9.01,106.4,96.44,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,100,64.12771084,,,-1.8275,34.4719,-1.8295,1027.7525,9.07,106.9,96.44,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,90,66.27857143,,,-1.8274,34.472,-1.8292,1027.7525,9.05,106.7,96.43,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,80,76.455,,,-1.8308,34.4717,-1.8324,1027.7524,9.09,107.1,96.43,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,70,66.55764706,,,-1.8352,34.4713,-1.8366,1027.7522,9.08,107,96.43,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,60,68.63855422,,,-1.8349,34.4712,-1.8361,1027.7521,9.09,107.1,96.43,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,50,71.85348837,,,-1.841,34.4706,-1.842,1027.7517,9.08,107,96.43,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,40,158.9865169,,,-1.8419,34.4703,-1.8427,1027.7515,9.09,107.1,96.43,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,30,72.27341772,,,-1.8442,34.4697,-1.8448,1027.7511,9.07,106.9,96.43,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,20,75.35555556,,,-1.8452,34.4695,-1.8456,1027.751,9.04,106.5,96.42,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,10,65.95555556,,,-1.8463,34.4693,-1.8465,1027.7508,9.07,106.9,96.37,0.069
Antarctica 2013,516-1,B,2012-07-28 21:09,-50.03,-63.70333333,2541.7,2.2,70.72682927,,,-1.8457,34.47,-1.8458,1027.7514,7.86,92.6,96.34,0.069
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,393,75.90361446,,,-1.2381,34.5757,-1.2493,1027.8188,8.65,103.7,95.76,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,383,73.02857143,,,-1.2336,34.5741,-1.2445,1027.8174,8.63,103.4,95.84,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,363,74.39294118,,,-1.2233,34.5739,-1.2336,1027.8168,8.62,103.4,95.87,0.083
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,343,68.65714286,,,-1.2263,34.5729,-1.2359,1027.8161,8.64,103.6,95.85,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,323,64.15116279,,,-1.1894,34.5735,-1.1985,1027.8153,8.55,102.7,95.94,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,303,72.56511628,,,-1.1612,34.5651,-1.1698,1027.8073,8.52,102.3,96.2,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,250,75.62117647,,,-1.592,34.5075,-1.598,1027.7749,9.12,108.2,96.3,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,225,72.48292683,,,-1.789,34.4867,-1.7939,1027.7636,9.24,109.1,96.33,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,200,111.8142857,,,-1.8264,34.4834,-1.8307,1027.7619,9.29,109.5,96.34,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,175,68.68192771,,,-1.8374,34.4823,-1.8411,1027.7613,9.29,109.5,96.35,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,150,72.29620253,,,-1.8224,34.482,-1.8255,1027.7606,9.29,109.5,96.35,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,125,71.04827586,,,-1.8218,34.4823,-1.8244,1027.7608,9.28,109.4,96.35,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,100,64.88470588,,,-1.822,34.4822,-1.824,1027.7608,9.29,109.5,96.34,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,90,77.21590909,,,-1.8243,34.482,-1.8261,1027.7607,9.28,109.4,96.34,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,80,271.1172414,,,-1.8279,34.4814,-1.8295,1027.7602,9.3,109.6,96.34,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,70,120.6439024,,,-1.8305,34.4809,-1.8319,1027.7599,9.29,109.5,96.34,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,60,65.16428571,,,-1.8307,34.4808,-1.8319,1027.7598,9.28,109.4,96.34,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,50,82.47272727,,,-1.8316,34.4804,-1.8326,1027.7595,9.29,109.5,96.35,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,40,74.01176471,,,-1.832,34.481,-1.8328,1027.76,9.28,109.3,96.32,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,30,141.84,,,-1.8356,34.482,-1.8362,1027.7609,9.29,109.5,96.31,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,20,68.75581395,,,-1.8368,34.4819,-1.8372,1027.7608,9.31,109.8,96.3,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,10,64.27951807,,,-1.8089,34.4828,-1.8091,1027.7608,9.3,109.6,96.25,0.099
Antarctica 2013,518-4,B,2012-08-04 23:12,-53.07444444,-62.96333333,425,1,72.02168675,,,-1.8088,34.4807,-1.8089,1027.7591,9.26,109.2,96.22,0.099
